,Unnamed: 0,Link,content,News_date,First_Line,annotations
255,420,https://timesofindia.indiatimes.com/city/bhopal/newlyweds-2-relatives-burn-to-death-after-car-catches-fire/articleshow/100664077.cms,"BHOPAL: Two newlyweds were among four of a family charred to death when their car caught fire after slamming into a tree in MP's Harda district early Wednesday morning. The victims were identified as Rakesh and Shivani Kushwaha, who were married six months ago, and their relatives Akhilesh Kushwaha and Adarsh Kushwaha. They were residents of Warkala Charkheda village in Timarni region, around 155km from Bhopal, and were returning home from a wedding in Nasrullaganj in Sehore, 55km away, when the accident took place. They were less than 10 minutes from home when the hatchback crashed into a tree near Pokharni village around 6.30am. No one could escape car that caught fire The fire engulfed the car so quickly that none of them could get out, Timarni police station in charge Sushil Patel told TOI. ""It was a deserted spot. By the time people could arrive, all four of them had burned to death,"" said Patel, adding that the victims were in their 20s. The bodies were burnt beyond recognition. The victims' relatives helped identify the bodies, which were handed over to the families for last rites after an autopsy. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jun 1, 2023, 09:44 IST",Two newlyweds were among four of a family charred to death when their car caught fire after slamming into a tree in MP's Harda district early Wednesday morning,"[""Two newlyweds were among four of a family charred to death when their car caught fire after slamming into a tree in MP's Harda district early Wednesday morning"", {'entities': [[0, 3, 'FATALITIES'], [25, 29, 'INJURED'], [70, 73, 'VEHICLE TYPE'], [108, 112, 'REASON'], [136, 141, 'TIME'], [152, 159, 'TIME']]}]"
256,421,https://timesofindia.indiatimes.com/city/goa/goa-road-accident-mercedes-driver-arrested-for-car-crash-that-claimed-3-lives/articleshow/102494093.cms,"PANAJI: The Goa police on Monday arrested the driver of the speeding Mercedes-Benz SUV which rammed into two bikes on the Banastarim bridge on Sunday evening, resulting in the deaths of three people. The luxury car, which had bottles with suspected liquor in it, also hit three other cars. The accused has been identified as Shripad alias Paresh Sinai Sawardekar (48), a businessman and a resident of Miramar. Mardol police station registered the accident case under various sections of IPC including 304 (culpable homicide not amounting to murder) and various section of Motor Vehicle act. Three people were killed and six others sustained injuries after the speeding SUV rammed into two bikes on the approach road of the Banastarim bridge on Sunday evening. The accident took place at around 8pm. The Mercedes-Benz, bearing registration number GA07 K 7311, is registered in the name of Meghna Sawardekar. Among the dead were Suresh Phadte, 58, and his wife Bhawana, 52, from Divar, as well as Anup Karmakar, 26, from Undir-Bandora. Police said that after the speeding car crashed into the two bikes ridden by Suresh and Karmakar, the car’s direction changed and then rammed into three other cars coming in the opposite direction (proceeding towards Ponda). Several people sustained injuries in this second crash. Explore Your Financial Landscape with Personalized Credit Insights."," Aug 7, 2023, 12:54 IST","The Goa police on Monday arrested the driver of the speeding Mercedes-Benz SUV which rammed into two bikes on the Banastarim bridge on Sunday evening, resulting in the deaths of three people","['The Goa police on Monday arrested the driver of the speeding Mercedes-Benz SUV which rammed into two bikes on the Banastarim bridge on Sunday evening, resulting in the deaths of three people', {'entities': [[52, 60, 'REASON'], [75, 78, 'VEHICLE TYPE'], [101, 106, 'VEHICLE TYPE'], [142, 149, 'VEHICLE TYPE'], [178, 183, 'FATALITIES']]}]"
257,423,https://timesofindia.indiatimes.com/city/goa/speeding-merc-rams-into-5-vehicles-3-dead-6-injured-driver-not-arrested/articleshow/102487240.cms,"PANAJI/PONDA: Three persons were killed and six others injured after a speeding Mercedes-Benz SUV rammed into two bikes on the Banastarim bridge on Sunday evening. The luxury car, which had bottles with suspected liquor in it, also hit three other cars. The accident took place at around 8pm, but even hours later, past midnight, no FIR was filed and the driver was not arrested. The Mercedes-Benz, bearing registration number GA07 K 7311, is registered in the name of Meghna Sawardekar . Deputy SP Ashish Shirodkar said that Paresh Sawardekar , who was driving the SUV, has been sent for a medical examination. Shirodkar said that Paresh was suspected to be under the influence of alcohol. However, an eyewitness said the car was driven by a woman. Among the dead were Suresh Phadte, 58, and his wife Bhawana, 52, from Divar, as well as Anup Karmakar , 26, from Undir-Bandora. Police said that after the speeding car crashed into the two bikes ridden by Suresh and Karmakar , the car’s direction changed and then rammed into three other cars coming in the opposite direction (proceeding towards Ponda ). Several people sustained injuries in this second crash. Sarpanch of Tivrem-Orgao Nilesh Naik told reporters that he received a call from Priol sarpanch Harsha Gaude, who was driving behind the vehicles the Mercedes-Benz rammed into. “She told me the vehicle was driven by a woman,” Naik said. “After the accident, the woman got down from the vehicle and went walking towards the Banastarim market and sat there.” Naik, who was at the spot, said that an eyewitness reported that the man who was accompanying her returned to the accident spot when the injured were being shifted to hospital, and started abusing. “When the man (Paresh) started abusing us, police personnel were present but didn’t act against him,” he said. “The driver and the man then left the accident spot.” The Phadtes and Karmakar were seriously injured in the crash, with one of them flung off the bike due to the impact of the accident. They were rushed to Goa Medical College (GMC), Bambolim, and succumbed to injuries while undergoing treatment, police said. The Phadtes were travelling from Divar to a relative’s place in Kundaim when they were struck by the car. Their son is a police constable and daughter is in college. Naik also said that one of the victims fell “below the bridge” due to the impact of the crash. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Aug 7, 2023, 09:48 IST",Three persons were killed and six others injured after a speeding Mercedes-Benz SUV rammed into two bikes on the Banastarim bridge on Sunday evening,"['Three persons were killed and six others injured after a speeding Mercedes-Benz SUV rammed into two bikes on the Banastarim bridge on Sunday evening', {'entities': [[0, 5, 'FATALITIES'], [30, 33, 'INJURED'], [57, 65, 'REASON'], [80, 83, 'VEHICLE TYPE'], [100, 105, 'VEHICLE TYPE'], [141, 148, 'TIME']]}]"
258,428,https://timesofindia.indiatimes.com/city/vadodara/speeding-car-mows-down-toddler-in-anand/articleshow/102440544.cms,"Vadodara/Anand: Anand police registered an offence against an unidentified car driver on Wednesday morning after a two-year-old boy was mowed down to death. The boy, son of a sanitation worker, died during treatment at the state-run SSG Hospital in Vadodara on Thursday evening. The hit-and-run accident occurred on the main road opposite Alkapuri society in Sardargunj area of Anand on Wednesday morning. The boy’s parents and family members working with Anand Nagarpalika were busy in collecting door-to-door garbage in the vehicle of the civic body when the accident occurred. According to Anand police, the unidentified driver in the speeding car mowed down deceased Nitin on the main road while his parents were collecting garbage from a nearby residential society. Nitin’s father Santosh Bhuriya, a native of Madhya Pradesh, has registered a complaint stating that he along with his wife Ramila and sister Suniben were collecting garbage from the residential societies when his son was mowed down by a speeding car. “We have registered the offence under section 304 of the Indian Penal Code against the unidentified driver,” said police sub inspector Anup Shukla. “Since it was early morning, there were no movement of people on the main road while most of the residents were indoors. Even the parents of the deceased have not seen the vehicle which hit the kid,” said Shukla, adding that the cops are checking CCTV footage to establish identity of the car and its owner. Explore Your Financial Landscape with Personalized Credit Insights."," Aug 5, 2023, 08:55 IST",Anand police registered an offence against an unidentified car driver on Wednesday morning after a two-year-old boy was mowed down to death,"['Anand police registered an offence against an unidentified car driver on Wednesday morning after a two-year-old boy was mowed down to death', {'entities': [[59, 62, 'VEHICLE TYPE'], [83, 90, 'TIME'], [99, 111, 'AGE'], [112, 115, 'GENDER']]}]"
259,429,https://timesofindia.indiatimes.com/city/navi-mumbai/car-crashes-into-railing-metal-pierces-windshield-juts-out-of-rear-3-injured/articleshow/101650743.cms,"NAVI MUMBAI: Three people from Chunabhatti who were travelling by car escaped with injuries after their car crashed through the metal railing along the edge of the road along Mumbai-Pune Expressway , at Khalapur, on Sunday afternoon. Their car passed through the metal railing in such a manner that the metal shattered the windshield and was sticking out of the rear glass, said the police. The accident took place around 2pm when Kaviraj Muslunkar (45), who was driving, lost control of the vehicle, the police said. His daughter Devini (14) and a woman relative, Sonam Jawa lkar (40), were in the rear seat. All the three injured persons have been admitted to MGM Hospital, Kamothe. While the man at the wheel sustained grievous injury, his daughter and the relative suffered minor injury. The metal railing pierced through the middle, skirting the driver and the two seated behind — the girl to the extreme left and the woman relative to the far right, s aid a police officer. The car driver has been booked under relevant sections of Indian Penal Code and Motor Vehicle Act. The driver has been booked for causing injuries due to rash and negligent driving , said a police officer. Explore Your Financial Landscape with Personalized Credit Insights."," Jul 11, 2023, 05:42 IST","Three people from Chunabhatti who were travelling by car escaped with injuries after their car crashed through the metal railing along the edge of the road along Mumbai-Pune Expressway , at Khalapur, on Sunday afternoon","['Three people from Chunabhatti who were travelling by car escaped with injuries after their car crashed through the metal railing along the edge of the road along Mumbai-Pune Expressway , at Khalapur, on Sunday afternoon', {'entities': [[0, 5, 'INJURED'], [53, 56, 'VEHICLE TYPE'], [91, 94, 'VEHICLE TYPE'], [121, 128, 'REASON'], [210, 219, 'TIME']]}]"
260,430,https://timesofindia.indiatimes.com/city/jaipur/six-killed-5-injured-as-cars-collide-in-rajasthans-sikar/articleshow/106851653.cms,"JAIPUR: Six people were killed and five others were injured in a tragic car collision in the Sikar district of Rajasthan , according to a top police official. The incident occurred on Sunday afternoon on a highway in Laxmangarh tehsil. The two vehicles involved in the accident were severely damaged. Deputy Superintendent of Police, Dharmaram Gila, stated, ""We received information about a collision between two vehicles on the highway. Six people have died in the accident and five injured have been admitted to the hospital."" The police are currently working on identifying the deceased. They have found two identity cards, one from Maulasar district, Nagaur, and the other from Sikar, in the cars. Rajasthan Chief Minister Bhajanlal Sharma expressed his condolences in a tweet on Sunday evening. He stated, ""The news of the deaths of people in a road accident in Sikar district is very sad. May Lord Shri Ram grant peace to the departed souls and speedy recovery to the injured."" The chief minister also assured that necessary instructions have been given to provide proper treatment to the injured and relief to the victims. In a separate accident, at least 40 people were injured early Monday morning when two buses collided on the Yamuna Expressway in Mathura, Uttar Pradesh. The incident took place at Mile Stone 110 Raya Cut in Mathura around 3 am. One bus was traveling from Dholpur to Noida, while the other was heading from Etawah to Noida. Low visibility caused by dense fog is believed to be a contributing factor to the accident. Parts of North India continue to experience reduced visibility due to the foggy conditions. It is a tragic day on the roads as these accidents claim lives and leave several injured. Authorities are working to provide the necessary support and treatment to the victims and their families. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 15, 2024, 09:40 IST","Six people were killed and five others were injured in a tragic car collision in the Sikar district of Rajasthan , according to a top police official","['Six people were killed and five others were injured in a tragic car collision in the Sikar district of Rajasthan , according to a top police official', {'entities': [[0, 3, 'FATALITIES'], [27, 31, 'INJURED'], [64, 67, 'VEHICLE TYPE']]}]"
261,431,https://timesofindia.indiatimes.com/city/nashik/four-including-minor-killed-in-accident-at-sangamner/articleshow/106075727.cms,"NASHIK: Four persons including a two-year-old boy died in accident as a truck turned sideways on a car in Chandanapuri ghat, near Sangamner in Ahmednagar district on Sunday at 7.45 pm. The Sangamner police inspector Devidas Dhumne said that the car and the truck both were travelling from Pune towards Sangamner when the incident occurred. The police claimed that just at the time when the truck was overtaking the car, the truck turned sideways on the car killing four out of the five persons who were in the car. All of them were the residents of Akole taluka. The deceased included Suresh Dharankar (45), Asha Dharankar (42), Sunil Dharankar (65) and Ojavi Dharankar (2 years), the police said. A woman however escaped unhurt in the accident. The police said that the cause of the accident was not known yet and the truck driver was absconding. The police also said that there was no issue about the road that could have led to the truck losing its balance and falling sideways. “Since there is no one witness to the incident right now it is difficult to find out the cause of the accident. Once the driver is arrested, the investigations are done, things could become clear,” he said. Explore Your Financial Landscape with Personalized Credit Insights."," Dec 18, 2023, 09:33 IST","Four persons including a two-year-old boy died in accident as a truck turned sideways on a car in Chandanapuri ghat, near Sangamner in Ahmednagar district on Sunday at 7","['Four persons including a two-year-old boy died in accident as a truck turned sideways on a car in Chandanapuri ghat, near Sangamner in Ahmednagar district on Sunday at 7', {'entities': [[0, 4, 'FATALITIES'], [25, 37, 'AGE'], [38, 41, 'GENDER'], [64, 69, 'VEHICLE TYPE'], [91, 94, 'VEHICLE TYPE']]}]"
262,432,https://timesofindia.indiatimes.com/city/madurai/15-ayyappa-devotees-injured-in-road-accident/articleshow/106074073.cms,"Virudhunagar: As many as 15 Ayyappa devotees from Andhra Pradesh sustained injuries in a collision between a car, carrying six devotees, and a van, carrying nine, on the Sattur-Kovilpatti highway near Sattur in Virudhunagar district on Sunday. According to police, a car from Nellore, Andhra Pradesh, carrying six people, lost control and rolled to the opposite side after hitting the median. The car collided with a van transporting nine devotees from various parts of Andhra Pradesh who were en route to Kanyakumari after completing a darshan. Among the injured were van driver Srinivasa Rao, 30, Anil, 30, Sai Sandeep, and six others. The occupants of the car, including Prashant, 39, Murali Krishna, 30, Venkatesh, 40, and three more people, also suffered injuries. Sattur taluk police transported the injured to Sattur Government Hospital.TNN Explore Your Financial Landscape with Personalized Credit Insights."," Dec 18, 2023, 08:35 IST","As many as 15 Ayyappa devotees from Andhra Pradesh sustained injuries in a collision between a car, carrying six devotees, and a van, carrying nine, on the Sattur-Kovilpatti highway near Sattur in Virudhunagar district on Sunday","['As many as 15 Ayyappa devotees from Andhra Pradesh sustained injuries in a collision between a car, carrying six devotees, and a van, carrying nine, on the Sattur-Kovilpatti highway near Sattur in Virudhunagar district on Sunday', {'entities': [[11, 13, 'INJURED'], [95, 98, 'VEHICLE TYPE'], [129, 132, 'VEHICLE TYPE']]}]"
263,433,https://timesofindia.indiatimes.com/city/goa/new-year-same-story-first-day-of-2024-sees-4-accident-deaths-in-state/articleshow/106478479.cms,"PANAJI: The New Year started on a bitter note on Goa's roads , with just the first day of 2024 seeing four fatal accidents in Panaji , Taleigao , Bhoma , and Valpoi . In Panaji, Ribandar resident Ayush Halarnkar, the 21-year-old son of former CCP corporator Rupesh Halarnkar, died in a self accident in Mala, after the bike he was riding broke into a barricade and fell inside an under-construction sewerage chamber. Police said that the incident was reported at around 4am. When Panaji police personnel reached the spot, Ayush was shifted to GMC, where he was declared 'brought dead'. Police said that the under-construction chamber was barricaded, and a work in progress board had been installed. Police said that the bike hit both the barricade and the board before falling in. ""We have registered a case of unnatural death,"" police said. In another accident, a 32-year-old police constable, Ulhas Gaonkar, died in Valpoi while on his way to join duty at Ponda police station. Police said that Gaonkar was on a two-wheeler when he was involved in a head-on collision with a car. Police said that after the accident, Gaonkar was shifted to GMC, where he died. In the third accident at Taleigao, a 24-year-old Chhattisgarh native, Jivyanus Lakra, died after his vehicle was involved in a head-on collision with another two-wheeler. Police said that the incident took place at around 7.30am. Police said that after the accident, the victim was shifted to GMC, where he was declared 'brought dead'. The fourth fatal accident was in Bhoma, where 31-year-old Pritam Bora, a native of Assam, died after his bike hit an electric pole. Police said that Bora was celebrating his birthday and went to a friend’s house to pick up something. Bora then lost control of his vehicle and hit the pole. He was shifted to the sub-district hospital, Ponda, where he was declared dead. Meanwhile, Panaji locals and visitors to the city will have to face hardships for at least another six months as the Union ministry of housing and urban affairs said that Smart City works are expected to be completed by June. Under the Smart City Mission, different civil works such as reconstruction of roads, pavements, storm water drains, utility crossing chambers, and footpaths are being developed along different road stretches in Panaji. These works are causing inconvenience to the public and resulting in traffic jams. The works also include the replacement of old water supply, sewage, and electrical lines, and the laying of gas lines. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 2, 2024, 12:48 IST","The New Year started on a bitter note on Goa's roads , with just the first day of 2024 seeing four fatal accidents in Panaji , Taleigao , Bhoma , and Valpoi ",
264,434,https://timesofindia.indiatimes.com/city/lucknow/4-of-family-crushed-to-death-by-suv-in-luckows-vikasnagar/articleshow/100640277.cms,"LUCKNOW: Four of a family travelling on a scooter were crushed to death by a speeding SUV in Vikasnagar area of Lucknow on Wednesday. The accident took place around 2.30am near Gulachin temple. Police said that the deceased, Ram Singh, along with his family was on a non-gear scooter when an SUV crushed them. Qasim Abidi, deputy commissioner of police, north zone, said that an FIR has been registered and errant driver detained. Abidi said that Ram Singh (33) was a worker at a tenthouse and native of nearby Sitapur district. The other deceased were identified as Gyan Devi, Ram Singh's wife, and Singh's two sons Raj (13) and Ansh (08). Abidi said, ""The eye witnesses told police that the couple were trapped in the front bumper of SUV and dragged for 100 meters."" Cops are checking the CCTV footage to ascertain exact sequence of events, while bodies of the victims have been sent for autopsy. Chief minister Yogi Adityanath offered condolences to the kin of the deceased and directed officials for all possible help to the victim's family. Explore Your Financial Landscape with Personalized Credit Insights."," May 31, 2023, 11:11 IST",Four of a family travelling on a scooter were crushed to death by a speeding SUV in Vikasnagar area of Lucknow on Wednesday,"['Four of a family travelling on a scooter were crushed to death by a speeding SUV in Vikasnagar area of Lucknow on Wednesday', {'entities': [[0, 4, 'FATALITIES'], [68, 76, 'REASON'], [77, 80, 'VEHICLE TYPE']]}]"
265,436,https://timesofindia.indiatimes.com/city/noida/car-ploughs-into-group-bursting-crackers-on-road-in-noida-8-year-old-girl-among-3-injured/articleshow/105196389.cms,"NOIDA: An eight-year-old girl was among three persons injured when a car ploughed into a group of people bursting crackers outside Eldeco Amantran in Sector 119 on Diwali night. In a similar accident in Greater Noida 's 7th Avenue, a car crashed into a 30-year-old man, who, too, was among a group bursting crackers by the roadside. In both accidents, the drivers have been arrested. Kamesh Kumar, who lives in Eldeco Amantran, said he had planned to go out for dinner along with his daughter, friend Saurabh Singh (45) and his father-in-law, Vijay Kumar (75). ""After completing the Diwali rituals, we met outside the society gate at 10.55pm. We were talking among ourselves when a car stopped at a distance and then hurtled towards us. It crashed into my daughter, Saurabh and his father-in-law,"" he added. The 75-year-old man was dragged for a few metres on the roof of the car and fell on the road when the driver took a sharp turn. They were admitted to the ICU of Kailash Hospital. Rajni Tripathi, a manager at Kailash Hospital in Sector 71, said the girl was stable. ""She is under observation. However, the father and his son-in-law have suffered multiple fractures and head injuries. The elderly patient is on life support,"" she added. A video shot by a resident from another society shows people bursting crackers in the middle of the road when a red Swift hits a man. The footage for the next few seconds isn't clear as trees block the view. The clip then shows the car dragging a man on top of the roof for a few metres. As he slumps to the ground when the car takes a turn, people rush to help him. Police said they had arrested the driver, Vikas Yadav, of Sorkha and two of his friends who were in the car. Additional DCP Shakti Avasthy said he was booked for rash driving and under other relevant sections of the IPC. A video showing the second accident in Greater Noida is also doing the rounds of social media. The 27-second clip shows a white car moving recklessly on a busy road. The car swerves towards a group of people to avoid vehicles coming from the opposite direction and crashes into a man. He is thrown to the ground as the car speeds away. Two men run after the car but give up the chase a little later. ""Around 10pm on Sunday, Vishal (30) of 14th Avenue was standing outside his society when the car hit him. He was rushed to the hospital and was treated for minor injuries,"" said Anil Rajpoot, the SHO of the Bisrakh police station. The driver was identified from CCTV footage and arrested. A resident of Eldeco Aamantran in Sector 119, the accused, Siddharth Singh, is involved in share market trading. Police said Vishal and Siddharth knew each other. Vishal, however, denied having any rivalry with him. Siddharth was booked under IPC sections 279 (rash driving) and 337 (causing hurt by act endangering life or personal safety of others) on Monday. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Nov 14, 2023, 10:56 IST",An eight-year-old girl was among three persons injured when a car ploughed into a group of people bursting crackers outside Eldeco Amantran in Sector 119 on Diwali night,"['An eight-year-old girl was among three persons injured when a car ploughed into a group of people bursting crackers outside Eldeco Amantran in Sector 119 on Diwali night', {'entities': [[3, 17, 'AGE'], [18, 22, 'GENDER'], [33, 38, 'FATALITIES'], [62, 65, 'VEHICLE TYPE'], [164, 169, 'TIME']]}]"
266,437,https://timesofindia.indiatimes.com/city/lucknow/breaking-news-samajwadi-party-leader-dies-in-a-hit-and-run-accident-in-lucknow/articleshow/106260063.cms,"Lucknow: Samajwadi Party’s Ballia district president Rajmangal Yadav (50) died in a tragic hit-and-run accident in Lucknow on Sunday. The accident took place while he was returning on a scooter after a morning walk in Lohia Park. Rajendra Prasad Mishra, secretary of party’s Ballia unit, who was riding pillion is critically injured. Yadav’s vehicle was struck from behind by a speeding hearse car around 8.30 am. Unfortunately, Yadav succumbed to his injuries on the spot. Mishra is currently being treated at KGMU’s trauma centre. Swift action by police resulted in the arrest of the accused driver, Mohammed Awez (38), and the seizure of the vehicle. According to police, the vehicle belonged to the driver’s cousin Shanu. An FIR has been registered under relevant sections based on the complaint filed by Yadav’s son and the investigation is on, said Hazratganj SHO Vikarm Singh. A crowd gathered at the spot after the accident following which the passers-by informed the police. Both Yadav and Mishra were taken to the hospital where the SP’s Ballia chief was declared dead. Mishra has been put on the ventilator, said police. Rajmangal Yadav, a resident of Bisukia of Fafna assembly in Ballia, has a residence in Savitri Nagar located in Paharipur adjacent to the city. Presently, he was in Lucknow. Soon after the death, Samajwadi Party president Akhilesh Yadav reached the mortuary in Lucknow to condole the demise of Yadav. “Untimely demise of Samajwadi Party Ballia district president Shri Rajmangal Yadav ji, very sad! May God grant peace to the departed soul and strength to the bereaved family in this hour of grief,” Akhilesh wrote on ‘X’. Yadav is survived by wife Ranju Yadav, son Rajneesh Yadav (22) and two daughters Ruby (20) and Ritu (18). Explore Your Financial Landscape with Personalized Credit Insights."," Dec 25, 2023, 08:47 IST",Samajwadi Party’s Ballia district president Rajmangal Yadav (50) died in a tragic hit-and-run accident in Lucknow on Sunday,"['Samajwadi Party’s Ballia district president Rajmangal Yadav (50) died in a tragic hit-and-run accident in Lucknow on Sunday', {'entities': [[61, 63, 'AGE'], [82, 93, 'REASON']]}]"
267,440,https://timesofindia.indiatimes.com/city/delhi/car-hits-multiple-vehicles-one-hurt/articleshow/102712138.cms,"NEW DELHI: A 23-year-old scooterist was injured after a car driven by a drunken man hit multiple vehicles, including his scooter in north Delhi's Subzi Mandi on Sunday. Police said they received a PCR call about the incident. An inquiry revealed that a man was going to Kamla Nagar when his car was hit by another car. ""One Jaskirat saw the incident and started following the accused's car,"" an officer said. The car driver also hit his scooter and finally he collied with a truck on Ghantaghar Road. The driver was caught by public. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Aug 14, 2023, 11:40 IST","A 23-year-old scooterist was injured after a car driven by a drunken man hit multiple vehicles, including his scooter in north Delhi's Subzi Mandi on Sunday","[""A 23-year-old scooterist was injured after a car driven by a drunken man hit multiple vehicles, including his scooter in north Delhi's Subzi Mandi on Sunday"", {'entities': [[2, 13, 'AGE'], [45, 48, 'VEHICLE TYPE'], [61, 68, 'REASON'], [69, 72, 'GENDER'], [106, 109, 'GENDER'], [110, 117, 'VEHICLE TYPE']]}]"
268,441,https://timesofindia.indiatimes.com/city/goa/car-hits-cycle-and-scooter-at-sancoale-three-in-hospital/articleshow/102703076.cms,"VASCO: Three persons including a 61-year-old woman and a poder on a cycle were injured when a speeding car rammed into them on the Cortalim-Vasco Highway near the Shantadurga temple at Sancoale on Sunday evening. Verna police inspector Melson Colaco said that the accident was reported at around 6pm when the car driven by Shreyas Premanand Divkar (27), a resident of New Vaddem, was proceeding towards Vasco from Cortalim. The car dashed against a scooter and a bicycle which were going in the same direction. The injured people were the scooter rider Saurabh Dixit (35), the pillion rider Meera Dixit (61), both of Vaddem, and the poder Lavkush Nayan (31) of Thana. The car eventually veered off the highway and rammed into a tree located in the compound of a house. Verna police have conducted the panchanama of the accident. The injured are undergoing treatment at GMC in Bambolim. A traffic jam on the Cortalim-Vasco highway built up briefly after the accident. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Aug 14, 2023, 10:41 IST",Three persons including a 61-year-old woman and a poder on a cycle were injured when a speeding car rammed into them on the Cortalim-Vasco Highway near the Shantadurga temple at Sancoale on Sunday evening,"['Three persons including a 61-year-old woman and a poder on a cycle were injured when a speeding car rammed into them on the Cortalim-Vasco Highway near the Shantadurga temple at Sancoale on Sunday evening', {'entities': [[0, 5, 'INJURED'], [26, 37, 'AGE'], [38, 43, 'GENDER'], [61, 66, 'VEHICLE TYPE'], [87, 95, 'REASON'], [96, 99, 'VEHICLE TYPE'], [197, 204, 'TIME']]}]"
269,442,https://timesofindia.indiatimes.com/city/agra/two-children-among-three-dead-as-car-rams-into-tree/articleshow/100314968.cms,"AGRA: Five members of a family, including a teacher couple along with their three minor kids, returning from a wedding ceremony met with a deadly accident when their car crashed into a tree under the jurisdiction of Dholna police station in Kasganj district during wee hours on Wednesday. According to the police, the deceased were identified as Zakir Ahmed (35), his sons Usman (8) and Izhaan (1.5 months). Meanwhile, his wife Iram Jahan (32) along with son Izhaan (15 months) were critically injured. The accident took place around 1:15 pm, said police. DSP Ajit Chauhan said, ""Resident of Nawab Zama locality in the city, Zakhir Ahmed along with his wife and three sons was returning to his home after attending a wedding ceremony in Delhi, when the swift dezire car they were travelling in rammed into a tree. It looks like Zahir, who was driving the car, dozed off."" ""The bodies have been sent for post-mortem. Zakhir's wife and one of the sons were admitted to the hospital in a critical condition. They are undergoing treatment. So far no complaint has been received in the matter,"" the DSP added. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: May 18, 2023, 06:02 IST","Five members of a family, including a teacher couple along with their three minor kids, returning from a wedding ceremony met with a deadly accident when their car crashed into a tree under the jurisdiction of Dholna police station in Kasganj district during wee hours on Wednesday","['Five members of a family, including a teacher couple along with their three minor kids, returning from a wedding ceremony met with a deadly accident when their car crashed into a tree under the jurisdiction of Dholna police station in Kasganj district during wee hours on Wednesday', {'entities': [[0, 4, 'FATALITIES'], [160, 163, 'VEHICLE TYPE'], [179, 183, 'REASON'], [259, 262, 'TIME']]}]"
270,443,https://timesofindia.indiatimes.com/city/allahabad/five-killed-in-car-truck-collision-in-fatehpur/articleshow/102295322.cms,"Prayagraj: Five persons, including three men and two women, were killed in an accident when their car collided with a speeding truck near Beragdeeva village of Fatehpur on Monday evening. The incident took place when the truck was on its way to Fatehpur from Lucknow and car was heading towards a village in Hussainganj from Ghazipur. Police said three deceased have been identified as Pramod Yadav (40), Dayashankar (40) and Sudamiya (55), all residents of Ghazipur (Fatehpur). Efforts are underway to identify other two. The truck driver managed to escape. TNN Explore Your Financial Landscape with Personalized Credit Insights."," Aug 1, 2023, 08:35 IST","Five persons, including three men and two women, were killed in an accident when their car collided with a speeding truck near Beragdeeva village of Fatehpur on Monday evening","['Five persons, including three men and two women, were killed in an accident when their car collided with a speeding truck near Beragdeeva village of Fatehpur on Monday evening', {'entities': [[0, 4, 'FATALITIES'], [24, 29, 'FATALITIES'], [30, 33, 'GENDER'], [38, 41, 'FATALITIES'], [42, 47, 'GENDER'], [87, 90, 'VEHICLE TYPE'], [107, 115, 'REASON'], [116, 121, 'VEHICLE TYPE'], [168, 175, 'TIME']]}]"
271,444,https://timesofindia.indiatimes.com/india/fog-related-accidents-claim-at-least-dozen-lives/articleshow/106274384.cms,"At least 12 persons were killed and many others were injured in accidents as fog played havoc with road traffic across several states. Tragedy struck a Telangana family twice within a few hours, as two separate accidents on Sunday night, which police blamed on dense fog, left four relatives among six persons dead at Miryalaguda in Nalgonda district. Three family members died when their mini van collided head-on with a lorry while they were on their way to the mortuary to claim the body of a relative, who had died in a bike accident on the same stretch just hours before. Three others from the family were injured in the accident, with the condition is one of them stated to be serious. A pedestrian was also killed in the bike accident, while the second accident also claimed the van driver's life. In Rajasthan , three tourists from Gujarat died when their car collided head-on with a vehicle in Barmer district on Monday. In UP, two persons were killed and over a dozen injured in a pile-up, when a truck rammed into a minibus, which crashed into another truck, on Jhansi-Kanpur highway on Monday. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Dec 26, 2023, 01:32 IST",At least 12 persons were killed and many others were injured in accidents as fog played havoc with road traffic across several states,"['At least 12 persons were killed and many others were injured in accidents as fog played havoc with road traffic across several states', {'entities': [[9, 11, 'FATALITIES'], [77, 80, 'REASON']]}]"
